"Department=[Amazon.com]","Search Term=[cooler]","Enter ASINs or Products=[]","Reporting Range=[Weekly]","Viewing=[5/2/21 - 5/8/21]"
"Department","Search Term","Search Frequency Rank","#1 Clicked ASIN","#1 Product Title","#1 Click Share","#1 Conversion Share","#2 Clicked ASIN","#2 Product Title","#2 Click Share","#2 Conversion Share","#3 Clicked ASIN","#3 Product Title","#3 Click Share","#3 Conversion Share"
"Amazon.com","cooler",393,"B0815YWFLR","Igloo BMX 52 Quart Cooler with Cool Riser Technology, Fish Ruler, and Tie-Down Points - 16.34 Pounds - Green and Orange","8.46%","4.38%","B00AU6GB2K","Coleman Xtreme 5 Cooler | 70 Quart Day Cooler | Hard Cooler Keeps Ice Up to 5 Days, Black","7.53%","7.09%","B0000DH4LT","Coleman Performance Cooler, 48-Quart - Blue","7.33%","10.54%"
"Amazon.com","igloo cooler","3,071","B077Y5W8YV","Igloo BMX 52 Quart Cooler with Cool Riser Technology, Fish Ruler, and Tie-Down Points - 16.34 Pounds - Carbonite Gray and Blue","17.36%","21.99%","B089NJB3NY","Igloo Playmate","8.40%","6.87%","B077Y84VR9","Igloo BMX 25 Quart Cooler with Cool Riser Technology, Fish Ruler, and Tie-Down Points - 11.29 Pounds - Carbonite Gray and Blue","5.14%","7.56%"
"Amazon.com","yeti cooler","3,575","B004U6MHJC","YETI Tundra 35 Cooler, White","15.25%","18.15%","B07SD8NNG4","YETI Hopper Flip 8 Portable Cooler, Charcoal","15.21%","12.10%","B0842BSGXS","YETI Roadie 24 Cooler, White","9.93%","8.06%"
"Amazon.com","cooler bag","3,576","B08TW8XMRT","GARDRIT Insulated Cooler Bag - Collapsible Insulated Lunch Box, Leakproof Cooler Bag Suitable for Camping, Picnic& Beach (30can/20L)","14.22%","12.78%","B07R5QN3B3","Jumbo Insulated Cooler Bag (Gray) with HD Thermal Foam Insulation. Premium Quality Soft Sided Cooler Makes a Perfect Insulated Grocery Bag, Food Delivery Bag, Travel Cooler, or Picnic Cooler.","14.07%","16.41%","B07NZPGHQL","OlarHike Cooler Bag Lunch Bag, Collapsible and Insulated Lunch Box Leakproof Cooler Bag for Camping, Picnic, BBQ (40-Can, Grey)","6.13%","7.43%"
"Amazon.com","backpack cooler","3,986","B07BVKY49D","TOURIT Cooler Backpack 30 Cans Lightweight Insulated Backpack Cooler Leak-Proof","18.62%","21.83%","B07BVKY2F8","TOURIT Cooler Backpack 30 Cans Lightweight Insulated Backpack Cooler Leak-Proof","10.69%","13.18%","B07QVNQ62M","SEEHONOR Insulated Cooler Backpack Leakproof Soft Cooler Bag Lightweight Backpack with Cooler for Lunch Picnic Hiking Camping Beach Park Day Trips, 45 Cans (Grey)","8.51%","12.78%"
"Amazon.com","cooler with wheels","4,061","B019N9WQAK","Coleman 62-Quart Xtreme 5-Day Heavy-Duty Cooler with Wheels, Blue/White","15.99%","27.53%","B00BYDG3BM","Coleman Portable Cooler with Wheels | Xtreme Wheeled Cooler, 50-Quart","12.18%","15.99%","B08L9VD6H8","Arctic Zone Titan Deep Freeze 60 (50+10) Can Collapsible Rolling Cooler with All-Terrain Cart, Process Blue (5-21580-30-0E)","10.69%","11.01%"
"Amazon.com","cooler backpack","4,196","B07BVKY2F8","TOURIT Cooler Backpack 30 Cans Lightweight Insulated Backpack Cooler Leak-Proof","22.12%","27.58%","B08P176X14","OlarHike Cooler Backpack with Reflective Strip, Insulated Waterproof 30 Cans Backpack Cooler Bag (White)","6.73%","5.62%","B07BVKY49D","TOURIT Cooler Backpack 30 Cans Lightweight Insulated Backpack Cooler Leak-Proof","6.40%","6.69%"
"Amazon.com","cpu cooler","5,123","B086BYYFG5","Cooler Master MasterLiquid ML240L RGB V2, Close-Loop AIO CPU Liquid Cooler, 240 Radiator, Dual SickleFlow 120mm, RGB Lighting, 3rd Gen Dual Chamber Pump for AMD Ryzen/Intel LGA1151","12.22%","11.58%","B07H22TC1N","Cooler Master Hyper 212 RGB Black Edition CPU Air Cooler, SF120R RGB Fan, 4 CD 2.0 Heatpipes, Anodized Gun-Metal Black, Brushed Nickel Fins, RGB Lighting for AMD Ryzen/Intel LGA1151","10.99%","10.29%","B08VFXSJ23","CPU Cooler with 5 Direct Contact Heatpipes, ARESGAME CPU Air Cooler for Intel/AMD with 120mm PWM Fan (Black 5)","7.63%","11.58%"
"Amazon.com","wine cooler","5,767","B0864S2FPR","Ivation 12 Bottle Compressor Wine Cooler Refrigerator w/Lock | Large Freestanding Wine Cellar For Red, White, Champagne or Sparkling Wine | 41f-64f Digital Temperature Control Fridge Glass Door Black","22.68%","25.27%","B08SHYNFLR","WIE 28 Bottle Wine Cooler Refrigerator Compressor Wine Fridge for Home Freestanding Wine Cellars White Red Digital Control Auto-Defrost Double-layer Glass Door 41°F-64°F Cooling Wine Refrigerator","11.97%","1.08%","B00QSJRR4Y","Koolatron WC20 Thermoelectric Wine Cooler 20 Bottle Capacity with Digital Temperature Controls - Vibration-free and Quiet Cooling Power, 5 Removable Shelves, Black","7.72%","8.06%"
"Amazon.com","water cooler","7,310","B01AKTFK6Y","Avalon Bottom Loading Water Cooler Water Dispenser with BioGuard- 3 Temperature Settings - Hot, Cold & Room Water, Durable Stainless Steel Construction, Anti-Microbial Coating- UL/Energy Star Approved","24.81%","27.20%","B08L9JC9ZM","Igloo IWCTL352CHBKS Stainless Steel Hot & Cold Top-Loading Water Cooler Dispenser, Holds 3 & 5 Gallon Bottles, Child Safety Lock, Perfect For Homes, Kitchens, Offices, Dorms, black","6.99%","8.81%","B07NS8PTR4","OASIS BAE1SHSK Aquarius Commercial/Office HD Top Load Water Cooler with Hot, Cold and Room Temp Water, For 3 or 5 Gallon Bottles, Black & Grey","5.61%","7.66%"
